"","CO_IES","CO_CATEGAD","CO_GRUPO","CO_CURSO","CO_MODALIDADE","CO_MUNIC_CURSO","CO_UF_CURSO","CO_REGIAO_CURSO","CO_TURNO_GRADUACAO","TP_SEXO","NU_IDADE","QE_I01","QE_I02","QE_I06","QE_I07","QE_I08","QE_I10","QE_I23","NT_GER","NT_CE","NT_OBJ_FG","NT_OBJ_CE","DS_VT_ESC_OFG","DS_VT_ESC_OCE","DS_VT_ACE_OFG","DS_VT_ACE_OCE","TP_PR_GER"
"1",14,5,4006,1261,1,4318705,43,4,4,"M",33,"E","D","C","B","C","E","B",53.4,49.3,62.5,54.5,"DCAECEAD","CDDACDEDBBBEBDDAEEABDEBBCBA","01001111","990008011111111091109010100",555
"2",14,5,4006,1261,1,4318705,43,4,4,"M",23,"A","A","B","C","E","E","C",42.5,37.9,62.5,36.4,"ACDCCEAD","EDCBEDCDBEBEDAEADAEEECBCBDE","01001111","990018011011000090019110000",555
"3",14,5,4006,1261,1,4318705,43,4,4,"M",24,"A","A","B","C","F","E","B",62.1,59.7,75,59.1,"CBCBCEAD","EDACBCADBACEBEDDCEADDCCECBC","10011111","991108111001101091109100101",555
"4",14,5,4006,1261,1,4318705,43,4,4,"M",27,"A","A","B","C","F","E","B",54.1,59.6,62.5,63.6,"AAABCEAD","EEAAEDAEBBBABEBADAAEACBACCC","00011111","991018101110100090119110111",555
"5",14,5,4006,1261,1,4318705,43,4,4,"M",25,"A","A","B","B","D","E","E",33.6,34.8,50,40.9,"ACABCEEC","ACACDAEBBEDBABDCDEACECADCAB","01011100","991108001000001091109101100",555
"6",14,5,4006,1261,1,4318705,43,4,4,"M",23,"A","A","B","D","E","E","B",53.5,48.8,62.5,54.5,"CACACEAD","CCACCDCEBCBEBDBCDBAECCCCCCB","10001111","991108001011110090119100110",555
"7",14,5,4006,1261,1,4318705,43,4,4,"M",24,"A","A","B","B","F","E","A",52.2,50.2,62.5,59.1,"CABBEEAB","CEBEDDABBCCEBDDABEAAACCDCCC","10110110","990008101001111091109101111",555
"8",14,5,4006,1261,1,4318705,43,4,4,"M",30,"E","A","C","B","F","E","E",52.7,50.2,62.5,59.1,"ECBBCEBE","EBECEEADBACCDDDCEAEEEBBDCCC","01111100","990118111000011090019011111",555
"9",14,5,4006,1261,1,4318705,43,4,4,"M",22,"A","A","B","C","F","E","B",53.7,54.1,87.5,63.6,"CDBBCEAD","ECECDEADEBBEBEDACDAEDBBECCC","10111111","990108110111101090119010111",555
"10",14,5,4006,1261,1,4318705,43,4,4,"M",35,"A","A","B","E","F","E","B",54.4,51.7,87.5,59.1,"ACBBCEAD","ECCCEDBDBBBADDDCACAADCADCBC","01111111","990118011110011090109101101",555
"11",14,5,4006,1261,1,4318705,43,4,4,"M",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"12",14,5,4006,1261,1,4318705,43,4,1,"M",36,"B","F","C","B","D","E","B",64.2,68.2,62.5,77.3,"DABDCEAD","EBACCDCDBABEBDDBDEAEECAECCC","00101111","991108011011111191119100111",555
"13",14,5,4006,1261,1,4318705,43,4,4,"M",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"14",14,5,4006,1261,1,4318705,43,4,1,"M",47,"A","A","B","C","D","E","B",40.6,27,87.5,31.8,"ACBBCEAD","ACCEDDBDBABBCBCDDCADDBBDCBE","01111111","990008011010000090109011100",555
"15",14,5,4006,1261,1,4318705,43,4,4,"M",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"16",14,5,4006,1261,1,4318705,43,4,4,"M",25,"A","A","B","D","F","E","C",24.6,13.1,50,13.6,"CADBEEBD","BACEEABDDBCDCABEADBBAECBDAE","10010101","990018010100000090009000000",555
"17",14,5,4006,1261,1,4318705,43,4,4,"M",27,"A","F","B","C","C","E","C",30.1,27,50,31.8,"DCAECEBD","DCCECEBDBACDBDEDACEEDEBACBB","01001101","990008011000110090019010100",555
"18",14,5,4006,1261,1,4318705,43,4,4,"F",23,"A","A","B","C","E","E","B",40.4,34.8,37.5,40.9,"BCAACBED","CCCDEDADBCEDEDCBDBEEEADECCA","01001001","990018111000010190019000110",555
"19",14,5,4006,1261,1,4318705,43,4,4,"M",34,"A","F","B","B","E","E","B",53.7,54.1,87.5,63.6,"ACBBCEAD","EBCCCEADBABEDEEBCEEEBCBECCC","01111111","990108111011000191019110111",555
"20",14,5,4006,1261,1,4318705,43,4,4,"M",30,"A","F","B","D","B","B","B",50.9,46,62.5,50,"ACDBCEAE","EBBDCECDBACEBDABADADACBECBC","01011110","990008011001110190109110101",555
"21",14,5,4006,1261,1,4318705,43,4,4,"M",33,"A","A","C","B","E","E","B",40.1,34.8,50,40.9,"CCABDECE","CCCDEDADBBCADEEDDEAAEBEECCA","11010100","990018111100000091109000110",555
"22",14,5,4006,1261,1,4318705,43,4,4,"M",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"23",14,5,4006,1261,1,4318705,43,4,4,"M",28,"A","A","B","B","E","E","C",72.8,70.5,75,72.7,"CABBEEAD","CDACECEDBCBEBDDACAAAECCDCCC","10110111","991118011011111090109101111",555
"24",14,5,4006,1261,1,4318705,43,4,4,"M",22,"A","A","B","B","F","E","E",54.5,54.6,50,54.5,"CCEACEBE","EDCCBDADBCECBEDEAEADEBBDCCB","11001100","990108111000101091109011110",555
"25",14,5,4006,1261,1,4318705,43,4,4,"M",22,"A","A","B","C","F","E","B",44.6,40.3,50,40.9,"EBBBCECC","EBACDEADCABCBEEDBEABEBCDBBB","00111100","991108110010100091109001000",555
"26",14,5,4006,1261,1,4318705,43,4,4,"M",21,"A","A","B","D","F","E","B",68.1,74,62.5,77.3,"AEBBCEAE","EDACEDADBCEEDDDCDEAEECBACCC","00111110","991118111001011091119110111",555
"27",14,5,4006,1261,1,4318705,43,4,4,"M",27,"A","A","A","A","A","D","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"28",14,5,4006,1261,1,4318705,43,4,4,"F",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"29",14,5,4006,1261,1,4318705,43,4,4,"M",29,"A","A","B","D","F","E","B",44.9,43.7,62.5,45.5,"DCBBBEAC","CECEBDDDBABEBEDCEEACEEBBCBB","01110110","990008011011101091109010100",555
"30",14,5,4006,1261,1,4318705,43,4,4,"M",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"31",14,5,4006,1261,1,4318705,43,4,4,"M",37,"A","A","B","C","F","E","B",23.9,19.3,62.5,22.7,"DCBBEEDD","DDAEADABCCEDEEBDBDDEEBECCCD","01110101","991008100000000090019000110",555
"32",14,5,4006,1261,1,4318705,43,4,4,"M",22,"A","A","B","B","B","C","C",73.6,70,100,72.7,"CCBBCEAD","ECADBEADBCBEBDDBDBAEEEBECCC","11111111","991008111011111190119010111",555
"33",14,5,4006,1261,1,4318705,43,4,4,"M",40,"A","A","C","B","F","E","B",41.1,34.8,100,40.9,"CCBBCEAD","ADECEDCDBBBCEEEADDECDCBECBD","11111111","990118011110000090009110100",555
"34",14,5,4006,1261,1,4318705,43,4,4,"M",24,"A","A","A","A","B","E","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"35",14,5,4006,1261,1,4318705,43,4,4,"M",42,"A","A","B","B","A","A","B",29.4,23.5,50,22.7,"CACACEED","CBDBDDCCBAEEDBECDAEDEBBBACC","10001101","990008001001000090009010011",555
"36",14,5,4006,1261,1,4318705,43,4,4,"M",32,"B","F","C","D","B","E","A",24.4,15.6,50,13.6,"BCBAEEAE","AADEABCDEDCBABCDEDCBABCDEDC","01100110","990008010000000090009001001",555
"37",14,5,4006,1261,1,4318705,43,4,4,"M",28,"B","A","C","C","D","E","E",NA,NA,NA,NA,NA,NA,NA,NA,222
"38",14,5,4006,1261,1,4318705,43,4,4,"M",32,"A","A","C","B","E","E","C",45.9,44.8,75,40.9,"CCABEEAD","EECCEDABBBABEEBBDAEBACDCCCB","11010111","990118101100000190009100110",555
"39",14,5,4006,1261,1,4318705,43,4,4,"M",21,"A","A","B","D","G","E","A",62.3,65.7,50,68.2,"DCABCEDE","DDABBDADBBEEBDDAEEAEEBDBCCC","01011100","991008111101111091119000111",555
"40",14,5,4006,1261,1,4318705,43,4,4,"M",24,"A","A","B","C","F","E","D",40.9,38.5,62.5,40.9,"CCEBCEBE","EDDDBDADBEBCDDEABCEBCCBBCBC","11011100","990008111010010090009110101",555
"41",14,5,4006,1261,1,4318705,43,4,4,"M",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"42",14,5,4006,1261,1,4318705,43,4,4,"M",35,"A","A","C","C","D","E","B",28,23.2,50,27.3,"ECDBCEBB","ECCDBBCEBBCDCEBBCDBECCABCBD","01011100","990008001100000190019100100",555
"43",14,5,4006,1261,1,4318705,43,4,4,"F",26,"A","A","D","A","C","E","C",51.8,54.1,37.5,63.6,"CACECEDE","EBECEDADBBBBEEDADCAEACBECCB","10001100","990118111110001090119110110",555
"44",14,5,4006,1261,1,4318705,43,4,4,"F",38,"A","E","C","B","A","B","E",41.9,38.7,75,45.5,"BCBBCEAE","ADECEDCDBBB.DDAAD.AADCB....","01111110","990118011110010090109110000",555
"45",14,5,4006,1261,1,4318705,43,4,4,"F",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"46",14,5,4006,1261,1,4318705,43,4,4,"M",27,"A","D","B","C","E","D","B",50.8,43.3,75,40.9,"CABBCEAB","E.DCBBCADABDCEDBBDBEBCCBCCC","10111110","990108000010001190019100111",555
"47",56,2,4006,3193,1,3506003,35,3,4,"M",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"48",56,2,4006,3193,1,3506003,35,3,4,"F",36,"A","A","B","D","B","A","C",52.6,45.7,75,45.5,"ECBBCEAE","CAECEDADDBCEDEEDEEADABEECEC","01111110","990118110101000091109000101",555
"49",56,2,4006,3193,1,3506003,35,3,4,"M",22,"A","B","D","A","B","A","C",58.7,51.6,87.5,54.5,"CDBBCEAD","DBBCEDBDBAAECAEBACAEBCBECCD","10111111","990118011001000190119110110",555
"50",56,2,4006,3193,1,3506003,35,3,4,"F",23,"A","A","D","A","B","D","D",70.3,71,62.5,81.8,"DEBBCEDD","ACACEEADBBBCDEDBDEAEDCBACCC","00111101","991118111110001191119110111",555
"51",56,2,4006,3193,1,3506003,35,3,4,"M",25,"A","F","D","A","B","D","E",37.4,34.8,75,40.9,"CCEBCEED","ABEDEDEEBEBEEEDEEEAAEECECBC","11011101","990018001011001091109000101",555
"52",56,2,4006,3193,1,3506003,35,3,4,"M",25,"A","A","B","B","D","B","C",77.7,82.4,75,86.4,"ACABCEAD","BDCCEEADBBBEBDDBCEAEEBCDCCC","01011111","990118111111111191119001111",555
"53",56,2,4006,3193,1,3506003,35,3,4,"M",25,"A","A","B","C","G","E","A",45.4,39.2,62.5,36.4,"CDBBDEDD","EAEDCDADBCCDBDCBDACAECEBDEC","10110101","990008111000110190009100001",555
"54",56,2,4006,3193,1,3506003,35,3,4,"M",22,"A","F","B","B","B","B","C",47.4,40.5,75,40.9,"BCDBCEAD","BBDACEADEABEEEECAEAAECCECBC","01011111","990008110011000091109100101",555
"55",56,2,4006,3193,1,3506003,35,3,4,"M",27,"A","C","B","B","E","E","B",50.4,47.2,100,45.5,"CCBBCEAD","EABCEDCDBABEEEBCBACDACDDCDC","11111111","990118011011000090009101101",555
"56",56,2,4006,3193,1,3506003,35,3,4,"M",22,"A","D","B","E","D","A","B",56.5,56.2,50,59.1,"AABBCEBC","EBAAEDCDBDBEBBBCDEAEDEEACCC","00111100","991018011011100091119000111",555
"57",56,2,4006,3193,1,3506003,35,3,4,"M",26,"A","C","B","D","D","E","A",50,54.1,62.5,63.6,"BABBCEDD","ADACEEADBBBEEDEECEDDEACCCCC","00111101","991118111111010091009000111",555
"58",56,2,4006,3193,1,3506003,35,3,4,"M",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"59",56,2,4006,3193,1,3506003,35,3,4,"M",22,"A","A","E","A","A","A","B",62,65.7,37.5,68.2,"EACBEEDD","DBACCDADEBCEDDEBCAAEDCBBCCC","00010101","991108110101010190119110111",555
"60",56,2,4006,3193,1,3506003,35,3,4,"F",21,"A","D","D","A","B","A","C",74,75.2,62.5,77.3,"EDBBCEAB","EBACBDDDBBBEBEDBBAAEDCDDCCC","00111110","991108011111101190119101111",555
"61",56,2,4006,3193,1,3506003,35,3,4,"M",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"62",56,2,4006,3193,1,3506003,35,3,4,"M",21,"A","A","B","C","B","C","B",55.5,53.3,62.5,54.5,"DEABCEAD","EDACEDBDBCCBDECEAEEAECBDCCC","00011111","991118011000000091009111111",555
"63",56,2,4006,3193,1,3506003,35,3,4,"M",22,"A","B","B","D","D","D","B",52,51.5,62.5,50,"BCBBCEDC","DAADEECDEACEDEDACEAEACCECBC","01111100","991018010001001091119100101",555
"64",56,2,4006,3193,1,3506003,35,3,4,"M",22,"A","D","A","A","A","A","B",50.1,41.7,87.5,45.5,"ECBBCEAD","DDEEEDCDBABADDBECAAAECBBCCA","01111111","990018011010010090109110110",555
"65",56,2,4006,3193,1,3506003,35,3,4,"M",23,"A","A","B","B","C","E","C",68.4,75.5,62.5,77.3,"DBBBCECD","EDACBDAEBBBEDEDBDEAEDCEDCCC","00111101","991108101111001191119101111",555
"66",56,2,4006,3193,1,3506003,35,3,4,"M",25,"A","F","B","C","E","A","D",73,68.7,87.5,68.2,"CCDBCEAD","DCECBDADEABEBDDBABAEECBCCBC","11011111","990108110011111190119110101",555
"67",56,2,4006,3193,1,3506003,35,3,4,"M",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"68",56,2,4006,3193,1,3506003,35,3,4,"F",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"69",56,2,4006,3193,1,3506003,35,3,4,"M",26,"A","F","B","C","F","A","A",75.3,70.5,100,72.7,"CCBBCEAD","CEACEDCDBBBEDDDADEAAABCDCCC","11111111","991118011111011091109001111",555
"70",56,2,4006,3193,1,3506003,35,3,4,"M",20,"A","D","D","A","B","E","A",50.8,54.1,25,54.5,"BADBCBCB","ABCDEAAABABCCBDBDEACACDBCCC","00011000","990018101010001191109100111",555
"71",56,2,4006,3193,1,3506003,35,3,4,"M",24,"A","A","B","C","D","E","C",47.1,45.2,37.5,45.5,"DCADEEBD","EECCEEAEBBDCDDBABEAAECBCEAD","01000101","990118101100010091109110000",555
"72",56,2,4006,3193,1,3506003,35,3,4,"M",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"73",56,2,4006,3193,1,3506003,35,3,4,"M",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"74",56,2,4006,3193,1,3506003,35,3,4,"F",26,"A","A","B","B","B","A","C",47.1,38.7,75,45.5,"ACEBCEAD","DBECBDBDBCBEAEBCBEAAAEBBCBC","01011111","990108011011000091109010101",555
"75",56,2,4006,3193,1,3506003,35,3,4,"F",22,"A","D","B","C","E","E","C",41.5,35.4,50,36.4,"DCCBEEBD","DDECDDACBAAADEECBEADABDDCCB","01010101","990108101000000091109001110",555
"76",56,2,4006,3193,1,3506003,35,3,4,"M",22,"A","A","A","A","B","D","B",56.3,53.1,75,54.5,"CDBBCEDD","CBDCDDCDBABEBDEAEDAEECDECDC","10111101","990108011011110090119100101",555
"77",56,2,4006,3193,1,3506003,35,3,4,"F",23,"A","A","A","A","B","E","B",59.7,56.6,62.5,54.5,"BEABCEAD","EBEEDCCDBABEBEDEAEAAEEBDCBC","00011111","990008011011101091109011101",555
"78",56,2,4006,3193,1,3506003,35,3,4,"M",23,"A","D","B","E","E","E","C",63.3,58,87.5,59.1,"CCABCEAD","EBCCEDBDBBBECEDDDCAEDCDECBC","11011111","990118011111001090119100101",555
"79",56,2,4006,3193,1,3506003,35,3,4,"M",24,"A","A","B","D","D","A","C",65.2,66.8,75,72.7,"ACBBCEDD","DDADBDADBBBEDDBADEADECBDCCC","01111101","991008111111010091109111111",555
"80",56,2,4006,3193,1,3506003,35,3,4,"M",26,"A","A","B","C","C","E","B",51.4,50.8,50,54.5,"DEBACEAE","CBAABEADDACEDDDBCEADCBBECBC","00101110","991008110001011191109010101",555
"81",56,2,4006,3193,1,3506003,35,3,4,"M",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"82",56,2,4006,3193,1,3506003,35,3,4,"F",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"83",56,2,4006,3193,1,3506003,35,3,4,"M",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"84",56,2,4006,3193,1,3506003,35,3,4,"M",26,"A","A","D","A","B","D","B",66.1,63,75,68.2,"ACCBCEAD","ABCDEEADBABEDDDBDCAEECDDCCD","01011111","990018111011011190119101110",555
"85",56,2,4006,3193,1,3506003,35,3,4,"M",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"86",56,2,4006,3193,1,3506003,35,3,4,"M",25,"A","A","D","B","D","E","A",75.3,75.5,75,77.3,"ECDBCEAD","EDCCCDADBABEEDDBDDAEACBDCCC","01011111","990108111011011190119111111",555
"87",56,2,4006,3193,1,3506003,35,3,4,"F",22,"A","A","B","E","A","A","C",67,63,87.5,68.2,"CCABCEAD","EEACEDADEBBEDDBACECEDCBECBC","11011111","991118110111010091019110101",555
"88",56,2,4006,3193,1,3506003,35,3,4,"F",21,"A","C","A","A","B","A","D",57,56.8,37.5,63.6,"BEDBDEDD","EECCBECDBABCBEDBEEAEECDECCC","00010101","990108011010101191119100111",555
"89",56,2,4006,3193,1,3506003,35,3,4,"M",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"90",56,2,4006,3193,1,3506003,35,3,4,"M",23,"A","A","B","C","D","A","C",56,52.8,50,54.5,"DCABEEED","ADECBECDBBBEBEDEDEAEDEDCBAC","01010101","990108011111101091119000001",555
"91",56,2,4006,3193,1,3506003,35,3,4,"M",27,"E","F","F","H","G","E","E",75.3,76,75,81.8,"CEBBCEBD","EECDCBADBBBEBDBBBEAEDCBDCCC","10111101","990008111111110191119111111",555
"92",163,4,4006,4963,1,3303302,33,3,4,"M",25,"A","C","B","D","E","E","A",33.6,34.8,50,40.9,"BBABCEDD","EACEEDACBABCBEDDCABAACBACBA","00011101","990018101010101090009110100",555
"93",163,4,4006,4963,1,3303302,33,3,4,"M",24,"A","D","B","D","A","D","B",37.1,41.7,25,45.5,"BDCBEEEE","EDACEEADBAEAEDCBBEEAEDEEEEC","00010100","991118111000010191009000001",555
"94",163,4,4006,4963,1,3303302,33,3,4,"M",25,"A","D","B","D","C","E","B",31.6,26.2,62.5,27.3,"ECBBCEDE","CDEDADCBBBCDAEDDEAACBCBEABB","01111100","990008001100001090109110000",555
"95",163,4,4006,4963,1,3303302,33,3,4,"M",29,"B","B","C","G","C","E","B",45.3,42.8,50,50,"DCABBBAD","ECBCEBADBCCDCDADBEADCCEEC*C","01010011","990118111000010091109100101",555
"96",163,4,4006,4963,1,3303302,33,3,4,"M",26,"B","B","C","B","D","E","D",44.1,46.3,62.5,54.5,"DABBCEBD","ECDCECADBABCABEBDAAEACDBCBC","00111101","990118111010000190119100101",555
"97",163,4,4006,4963,1,3303302,33,3,4,"F",26,"A","A","A","A","A","E","C",26,24.5,25,27.3,"DBDBDEBE","DECCEEAEBDDAEDCADACDEBDECBB","00010100","990118101000010090009000100",555
"98",163,4,4006,4963,1,3303302,33,3,4,"M",26,"A","D","B","C","C","E","C",45.4,38.7,62.5,45.5,"DEEBCEAD","EECCBEADBABCDEDBCACAECBECEB","00011111","990108111010001190009110100",555
"99",163,4,4006,4963,1,3303302,33,3,4,"M",28,"A","A","B","D","A","E","C",50.4,58,25,68.2,"BCCEEBAE","CEBCEEADBBEEEDDBDEEADCBCCDC","01000010","990118111101011191009110101",555
"100",163,4,4006,4963,1,3303302,33,3,4,"M",24,"A","A","B","D","C","A","C",36.4,38.7,25,45.5,"BACBEEBE","BBAEDDABEBDCDDBBDDEEECECCCC","00010100","991008100100010190019100111",555
"101",163,4,4006,4963,1,3303302,33,3,4,"F",25,"B","D","C","C","C","A","C",25.1,22,37.5,22.7,"BDBBEBBD","BDBECBABBCCBCDCDDDCCBBBCCBB","00110001","990008101000010090009010100",555
"102",163,4,4006,4963,1,3303302,33,3,4,"M",25,"A","A","C","C","C","E","B",23,23.2,37.5,27.3,"CEBDDACD","EECECBADBDBDDBEBECDBDBCEBDC","10100001","990008111010000190009000001",555
"103",163,4,4006,4963,1,3303302,33,3,4,"F",25,"A","A","B","D","C","D","B",39.7,42.5,12.5,50,"BAABEABE","DDCCEBBDBABBDDCDBBDEDCBECBC","00010000","990118011010010090019110101",555
"104",163,4,4006,4963,1,3303302,33,3,4,"M",32,"A","A","B","B","B","E","A",24.6,15.5,75,18.2,"BCCBCEAD","ACCEDDABECADBDAEAEBDABDAEDA","01011111","990008100000110091009000000",555
"105",163,4,4006,4963,1,3303302,33,3,4,"M",24,"A","A","B","C","A","A","C",48.7,50.2,37.5,59.1,"EDABCEBE","DBCCCDADBDBEEEDACEDEECCDCEC","00011100","990108111011001091019101101",555
"106",163,4,4006,4963,1,3303302,33,3,4,"M",26,"A","A","B","C","D","A","B",46.2,43.5,37.5,50,"BEDBDEBD","EDCCBEADEDCADEDBEECEACBCCBC","00010101","990108110000001191019110101",555
"107",163,4,4006,4963,1,3303302,33,3,4,"M",27,"B","B","C","C","B","E","B",46.2,41.9,62.5,45.5,"BCABCECD","DBDCBDCBBAEEEEDAADAEDCBDCEB","01011101","990108001001001090119111100",555
"108",163,4,4006,4963,1,3303302,33,3,4,"M",27,"A","D","B","D","A","E","C",40.5,38.7,50,45.5,"DCBECBAE","ABDDECADBBBDDEDACAABDCDBCBB","01101010","990018111110001090109100100",555
"109",163,4,4006,4963,1,3303302,33,3,4,"M",32,"A","D","B","C","A","B","B",33.9,37,37.5,40.9,"DCEACDED","BDECEEADBABAADACCECEEBECEBB","01001001","990118111010010091019000000",555
"110",163,4,4006,4963,1,3303302,33,3,4,"M",28,"B","A","C","B","C","E","B",46.4,43,37.5,50,"DEABCECE","EDECCEADBEEDEDDCCEEBBCBECBC","00011100","990108111000011091009110101",555
"111",163,4,4006,4963,1,3303302,33,3,4,"M",27,"A","A","B","D","F","E","A",28.7,23.2,75,27.3,"CECBCEAD","EBECDDBCADBEADBCEBACDEBCA*D","10011111","990108000011010090109010000",555
"112",163,4,4006,4963,1,3303302,33,3,4,"M",30,"A","B","B","C","C","A","B",49.5,46.3,62.5,54.5,"DEDBCEAD","ABADEDCDBBCBCEBBDAAEEEBDCEC","00011111","991018011100000190119011101",555
"113",163,4,4006,4963,1,3303302,33,3,4,"M",54,"B","A","C","D","A","B","C",43,38.7,50,45.5,"BCCBCABD","DBDCCCAEBDBAADCCCEABBCBCCBB","01011001","990108101010010091109110100",555
"114",163,4,4006,4963,1,3303302,33,3,4,"M",31,"B","A","C","B","B","E","C",40.2,31.7,62.5,36.4,"BCBCCAAD","BBEADDCDBADEDEDEDBDBBCBECDC","01101011","990008011001001090009110101",555
"115",163,4,4006,4963,1,3303302,33,3,4,"M",22,"A","A","B","D","C","A","C",32.8,38.7,25,45.5,"EBADBAAD","CCEEEDDEBBEBADDBCDEEACDACBC","00000011","990018001100011190019100101",555
"116",163,4,4006,4963,1,3303302,33,3,4,"M",23,"A","A","B","B","A","A","B",42.1,37.4,50,36.4,"BDCBCEBD","DECCEBBDBABCEEDEEACCDBDBCCB","00011101","990118011010001090009000110",555
"117",163,4,4006,4963,1,3303302,33,3,4,"M",27,"A","A","D","B","C","E","B",30.9,28.5,25,31.8,"ADBCEDAB","DBACEDBCDBAECDCACADBECCABDD","00100010","991118000101010090009100000",555
"118",163,4,4006,4963,1,3303302,33,3,4,"F",21,"A","B","A","A","B","A","D",27.8,27,50,31.8,"BADBCEED","DAECED*EBBBCDECCDAEABECCCCB","00011101","990118001110000090009000110",555
"119",163,4,4006,4963,1,3303302,33,3,4,"M",39,"A","A","C","B","B","E","B",46.2,50.2,12.5,59.1,"DCEAEBBB","BCCDEDCDEBBAEDDDDEAEECBCECC","01000000","990018010110011091119110011",555
"120",163,4,4006,4963,1,3303302,33,3,4,"M",25,"A","A","B","C","C","E","B",64.6,69.2,37.5,77.3,"DDBDCEBC","DCCCEDADBBEEDDDCCEAEABBDCCC","00101100","990118111101011091119011111",555
"121",163,4,4006,4963,1,3303302,33,3,4,"M",26,"A","A","B","E","E","A","B",53.6,53,75,59.1,"CCABCEBD","DBDCEDADEBBDBECCCEAEEBBBCBC","11011101","990118110110100091119010101",555
"122",163,4,4006,4963,1,3303302,33,3,4,"M",27,"A","D","B","D","E","E","B",33.8,27,50,31.8,"DECBCEAE","ECBCADABCCCECCEBCBDBCBBECCB","00011110","990108100001000190009010110",555
"123",163,4,4006,4963,1,3303302,33,3,4,"F",31,"B","D","B","D","B","E","A",47,49.3,12.5,54.5,"BADDEEDE","DDCCECAABBDBCDADECADDEBDCCC","00000100","990118101100010090109011111",555
"124",163,4,4006,4963,1,3303302,33,3,4,"M",28,"A","D","C","B","E","E","B",39.4,42.5,50,50,"ADAACEAD","DECCBDADBDBDAEDBEBCAADBECCC","00001111","990108111010001190009010111",555
"125",163,4,4006,4963,1,3303302,33,3,4,"M",34,"A","A","B","D","D","E","B",57.3,54.1,62.5,63.6,"DCCBCEAE","BAECEEADBCCECDDCDEAEABBBCBC","01011110","990118111001011091119010101",555
"126",163,4,4006,4963,1,3303302,33,3,4,"M",46,"B","D","C","B","A","C","E",45.5,46.3,50,54.5,"BCBBDEEC","CDCCEEADBEADBDAEEEAEECEECEB","01110100","990118111000110091119100100",555
"127",163,4,4006,4963,1,3303302,33,3,4,"M",34,"A","D","B","D","C","A","B",27.5,27,0,31.8,"BDDDBCEB","DCDCDCBECBDBEDDDDECDECCECBD","00000000","990108000100011091009100100",555
"128",163,4,4006,4963,1,3303302,33,3,4,"M",32,"C","D","B","C","D","A","B",52.2,47,62.5,50,"DEDBCEAD","ABECDDAEBBBEDEEABDEEDCCECCC","00011111","990108101111000090019100111",555
"129",163,4,4006,4963,1,3303302,33,3,1,"M",31,"A","A","B","C","F","D","B",12.5,11.6,25,13.6,"BCCD.BAB","ECCDACBDCADCBCBEABACBDEBDBE","01000010","990008010000100090109000000",555
"130",163,4,4006,4963,1,3303302,33,3,4,"M",22,"A","A","B","B","B","E","B",24.2,11.6,62.5,13.6,"CEBBCEEE","EBCECDCACDACBEDBBDCAABCCEBD","10111100","990008000000101190009000000",555
"131",163,4,4006,4963,1,3303302,33,3,4,"M",27,"A","A","B","C","B","B","C",32.8,38.7,25,45.5,"AECDCEBE","EBECEDADBDAEDECCDAEAECBCCCB","00001100","990118111001000090009110110",555
"132",163,4,4006,4963,1,3303302,33,3,4,"M",32,"A","D","B","B","B","E","A",31.7,30.9,12.5,36.4,"DECEDEDE","EDDEEEADBAEBCEDDBCCDCCEDCBB","00000100","990018111000001090009101100",555
