"","CO_IES","CO_CATEGAD","CO_GRUPO","CO_CURSO","CO_MODALIDADE","CO_MUNIC_CURSO","CO_UF_CURSO","CO_REGIAO_CURSO","CO_TURNO_GRADUACAO","TP_SEXO","NU_IDADE","QE_I01","QE_I02","QE_I06","QE_I07","QE_I08","QE_I10","QE_I23","NT_GER","NT_CE","NT_OBJ_FG","NT_OBJ_CE","DS_VT_ESC_OFG","DS_VT_ESC_OCE","DS_VT_ACE_OFG","DS_VT_ACE_OCE","TP_PR_GER"
"8875",2835,4,4006,94762,1,2611606,26,2,4,"M",28,"A","F","B","D","C","E","B",58.9,55.2,75,59.1,"ADBBCEAD","CBADBDBDBBCEEBDBDEAAECDBCCC","00111111","991008011101001191109100111",555
"8876",2835,4,4006,94762,1,2611606,26,2,4,"M",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8877",2835,4,4006,94762,1,2611606,26,2,4,"F",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8878",2835,4,4006,94762,1,2611606,26,2,4,"F",28,"A","A","B","E","B","E","B",47.8,40.4,87.5,45.5,"ECBBCEAD","CCDCEDADECDECEEADEAAECBBCBB","01111111","990118110001000091109110100",555
"8879",2835,4,4006,94762,1,2611606,26,2,4,"M",22,"A","A","B","D","F","E","E",NA,NA,NA,NA,NA,NA,NA,NA,222
"8880",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","D","B","F","A","A","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"8881",2835,4,4006,94762,1,2611606,26,2,4,"M",22,"A","D","B","C","E","E","C",NA,NA,NA,NA,NA,NA,NA,NA,222
"8882",2835,4,4006,94762,1,2611606,26,2,4,"F",21,"A","A","A","A","A","B","B",36.9,38.7,12.5,45.5,"AEDEDEDE","ADECCDBDBDBDDDDADECEAECECBC","00000100","990108011010011091019000101",555
"8883",2835,4,4006,94762,1,2611606,26,2,4,"M",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8884",2835,4,4006,94762,1,2611606,26,2,4,"M",27,"A","B","B","C","B","E","A",51.3,46.3,62.5,54.5,"CDABCEED","ECCCEDADBBCEEDDADECADBEECCB","10011101","990118111101011091009000110",555
"8885",2835,4,4006,94762,1,2611606,26,2,4,"M",22,"A","D","B","E","B","E","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"8886",2835,4,4006,94762,1,2611606,26,2,4,"M",28,"A","B","B","E","B","A","A",37.5,42.5,37.5,50,"DCCBDECE","EAECEDBDAABBDDDCDDAADBBACCC","01010100","990118010010011090109010111",555
"8887",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"B","A","B","E","C","E","B",58.9,53.2,87.5,59.1,"DCBBCEAD","EBDDEDADBCBDDDDDCEAACCBDCBD","01111111","990018111010011091109111100",555
"8888",2835,4,4006,94762,1,2611606,26,2,4,"M",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8889",2835,4,4006,94762,1,2611606,26,2,4,"M",27,"A","D","B","E","B","E","D",46.8,54.1,25,63.6,"DECADEAE","ECEDEDADBBBADDAADEAAECBECCC","00000110","990018111110010091109110111",555
"8890",2835,4,4006,94762,1,2611606,26,2,4,"M",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8891",2835,4,4006,94762,1,2611606,26,2,4,"M",21,"A","D","B","F","B","E","A",60.1,60.3,50,63.6,"BCDBDEAE","EDBCBECDBBBECDDBDEAAEEBDCBA","01010110","990108011111011191109011100",555
"8892",2835,4,4006,94762,1,2611606,26,2,4,"M",25,"A","D","B","E","A","A","B",49.9,46.5,50,50,"CDDDCECD","EBECEBDDBAEEDEDCDEEABCADCBC","10001101","990118011001001091009101101",555
"8893",2835,4,4006,94762,1,2611606,26,2,4,"M",57,"A","D","C","E","A","A","D",32.7,30.9,25,36.4,"DCADEEBE","EBCCEDADDACCDDCDCEEAECEECBB","01000100","990118110000010091009100100",555
"8894",2835,4,4006,94762,1,2611606,26,2,4,"M",43,"E","A","C","D","A","E","D",55.5,50.2,75,59.1,"CCDBCEDD","EBAEEDABEBCCBDDEDCAEECCBCCC","11011101","991018100100111090119100111",555
"8895",2835,4,4006,94762,1,2611606,26,2,4,"M",25,"B","D","C","B","E","E","B",37.6,30.9,50,36.4,"BDBECEDD","BACEEEBEBBDDEEDDDDEADBBCCCC","00101101","990018001100001090009010111",555
"8896",2835,4,4006,94762,1,2611606,26,2,4,"M",22,"A","D","B","B","A","A","E",59.4,57.1,50,63.6,"ECCBCEEE","BBBCEDADEADEDDDBCBAAACBECCC","01011100","990118110001011190109110111",555
"8897",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","A","D","C","B","E","C",40.8,36.3,37.5,40.9,"BCBEEEBE","ABCCEEADBBBBCECDBBDCDABBCAB","01100100","990118111110000090009010100",555
"8898",2835,4,4006,94762,1,2611606,26,2,1,"F",22,"A","D","B","F","B","A","C",41.2,33.9,62.5,36.4,"ACCBCEBD","DBBEEDBDBAEEEBDDBCEBCCCECDC","01011101","990018011001001090009100101",555
"8899",2835,4,4006,94762,1,2611606,26,2,4,"M",31,"B","A","C","C","A","A","D",54.2,61.8,25,72.7,"BEBEEECE","EDAEEDADBBBDCEDCCEAEECBDCBC","00100100","991018111110001091119111101",555
"8900",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","D","A","A","A","D","B",41.8,41.8,37.5,40.9,"DCDBCDEC","CCCEDEADBBABDDBAECCBCCBECBC","01011000","990008111100010090009110101",555
"8901",2835,4,4006,94762,1,2611606,26,2,4,"M",21,"A","D","B","D","B","C","B",44.6,47,62.5,50,"BEDBCEAD","CBACDDADDBBEDDDEDDAAEBCACBB","00011111","991108110111011090109000100",555
"8902",2835,4,4006,94762,1,2611606,26,2,4,"M",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8903",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","A","B","E","A","A","C",58.6,59.5,50,68.2,"BDBBEECD","EDAAEDADEBBDCEDCCEAECCBDCBC","00110101","991018110110001091119111101",555
"8904",2835,4,4006,94762,1,2611606,26,2,4,"M",29,"A","A","D","A","B","B","B",38.1,38.7,25,45.5,"DDCECEBE","EDEDEDCDBBEBDDDCDADEDDBDCBD","00001100","990018011100011090019011100",555
"8905",2835,4,4006,94762,1,2611606,26,2,4,"M",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8906",2835,4,4006,94762,1,2611606,26,2,4,"M",25,"A","D","B","D","F","A","B",47.4,47.8,37.5,54.5,"AEBDEEBD","EDECDBADBBEBEDDEDEEEAEBECBC","00100101","990108111100011091019010101",555
"8907",2835,4,4006,94762,1,2611606,26,2,4,"M",35,"B","A","C","C","B","E","B",42.6,38.7,50,45.5,"CCCCDBAD","CCCCDDCDBBBCBEDDBDCBDCBCCDD","11000011","990108011110101090009110100",555
"8908",2835,4,4006,94762,1,2611606,26,2,4,"F",26,"A","F","B","B","B","E","D",47.3,47.8,37.5,54.5,"DECBBEAE","EDECEDCDBDBABEBEBEACBBBBCCC","00010110","990118011010100091109010111",555
"8909",2835,4,4006,94762,1,2611606,26,2,4,"M",30,"A","B","B","D","E","E","C",69.7,78.4,25,86.4,"ADBAAAAA","CCECEDBDBBBEBDDBEEADCCBDCCC","00100010","990118011111111191109111111",555
"8910",2835,4,4006,94762,1,2611606,26,2,4,"M",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8911",2835,4,4006,94762,1,2611606,26,2,4,"M",28,"A","A","B","B","F","E","B",46,38.7,62.5,45.5,"BDCBCEAD","CBACBDCDBBBDDEBDBCAAEBBACBC","00011111","991108011110000090109010101",555
"8912",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","D","B","C","A","A","C",55,49.3,75,54.5,"CDDBCEAD","ECECCDADBDBBDDCBCEEAECBBCCB","10011111","990108111010010191009110110",555
"8913",2835,4,4006,94762,1,2611606,26,2,4,"M",27,"A","D","B","C","A","A","E",24.8,23.2,12.5,27.3,"BDCEEBCD","EDCACDBEDABDCEDDBEABDDABCBC","00000001","990008000010001091109000101",555
"8914",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","D","B","D","C","D","C",54.6,48.8,62.5,54.5,"ACBBCEBE","CCEDDDCDBABCDDDBBEAAECEECCC","01111100","990008011010011191109100111",555
"8915",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","D","B","D","E","A","B",69,70.7,62.5,77.3,"BCBBCEDA","EBACEEADBCBEBDBAAEAEECDDCBC","01111100","991118111011110091119101101",555
"8916",2835,4,4006,94762,1,2611606,26,2,4,"M",21,"A","D","B","D","F","A","E",65.1,61.8,100,63.6,"CCBBCEAD","EBCDBDBDBCBEBEDBCEAAECDDCCC","11111111","990008011011101191109101111",555
"8917",2835,4,4006,94762,1,2611606,26,2,1,"M",26,"A","B","C","B","E","E","E",56,50.5,75,50,"CCCBCECD","EDACBECCBAADDDDBDAAAECBBCDC","11011101","991108001000011190109110101",555
"8918",2835,4,4006,94762,1,2611606,26,2,4,"M",26,"A","B","D","B","B","C","B",35.5,34.8,62.5,40.9,"BCCBCEAE","ADACCDADBCCAEEDCDCADACACCBA","01011110","991108111000001090109100100",555
"8919",2835,4,4006,94762,1,2611606,26,2,4,"M",22,"A","C","B","C","B","E","D",48.9,45.5,75,50,"CEABCEAD","EBBAABDDBBEEEEDCAAACEEBDCCC","10011111","990008011101001090109011111",555
"8920",2835,4,4006,94762,1,2611606,26,2,4,"M",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8921",2835,4,4006,94762,1,2611606,26,2,4,"F",23,"A","D","B","D","B","A","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"8922",2835,4,4006,94762,1,2611606,26,2,4,"M",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8923",2835,4,4006,94762,1,2611606,26,2,4,"M",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8924",2835,4,4006,94762,1,2611606,26,2,4,"M",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8925",2835,4,4006,94762,1,2611606,26,2,4,"F",31,"B","C","C","B","A","A","B",62.6,59.6,62.5,63.6,"DCBACEBD","EDECEDADBABEBDDBAAAAEBBBCBB","01101101","990118111011111190109010100",555
"8926",2835,4,4006,94762,1,2611606,26,2,4,"M",24,"B","D","C","C","A","E","A",53.9,56.8,25,63.6,"EEEDCECC","EBBCEEABBBBCDDDEAEAEDCEDCBD","00001100","990118101110011091119101100",555
"8927",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","D","A","A","A","D","D",39.6,47.8,25,54.5,"DABDDEDE","EDACEDADBCBDEBDCCAEEDEBCCEC","00100100","991118111010001090019010101",555
"8928",2835,4,4006,94762,1,2611606,26,2,4,"M",24,"A","D","B","E","A","A","C",NA,NA,NA,NA,NA,NA,NA,NA,222
"8929",2835,4,4006,94762,1,2611606,26,2,4,"M",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8930",2835,4,4006,94762,1,2611606,26,2,4,"M",33,"B","B","C","D","B","D","B",51.4,51.7,50,59.1,"DDBBCEBE","DCDCEDADBBBBCEEDDCAEDCEDCDC","00111100","990118111110000090119101101",555
"8931",2835,4,4006,94762,1,2611606,26,2,4,"F",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8932",2835,4,4006,94762,1,2611606,26,2,4,"M",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8933",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","D","B","D","C","E","B",44,41.7,50,45.5,"EDDBCEAC","EDBEEDDDEBCCDDEBCEAAECBBCBA","00011110","990018010100010191109110100",555
"8934",2835,4,4006,94762,1,2611606,26,2,4,"M",42,"B","A","C","F","F","E","C",38.9,37,37.5,40.9,"CCCDEEEE","DBDCDCCDBDDDCDDAAEEDDDDCCCC","11000100","990108011000011091009000111",555
"8935",2835,4,4006,94762,1,2611606,26,2,4,"M",32,"A","A","B","C","C","E","B",56.7,55.1,75,63.6,"CBABCEAD","CCECCEDBBBBCBDBADECEECBDCCC","10011111","990108001110110091019111111",555
"8936",2835,4,4006,94762,1,2611606,26,2,4,"M",30,"B","A","C","B","C","E","C",NA,NA,NA,NA,NA,NA,NA,NA,222
"8937",2835,4,4006,94762,1,2611606,26,2,4,"M",23,"A","A","B","B","E","D","B",52.4,51.7,50,59.1,"CBCBCEBC","EDECEECDBCBDCDDEEAEEDCBECCC","10011100","990118011010011090019110111",555
"8938",2835,4,4006,94762,1,2611606,26,2,4,"M",31,"B","D","C","B","B","D","C",NA,NA,NA,NA,NA,NA,NA,NA,222
"8939",2835,4,4006,94762,1,2611606,26,2,4,"M",30,"A","D","C","D","E","E","C",45.8,46.3,50,54.5,"BCDBCEEE","BEDCEEADBBEACDDDEBEBDBBDCBC","01011100","990118111100011090009011101",555
"8940",2835,4,4006,94762,1,2611606,26,2,4,"M",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8941",2835,4,4006,94762,1,2611606,26,2,4,"M",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8942",2835,4,4006,94762,1,2611606,26,2,1,"F",22,"A","A","B","D","C","A","D",35,27,50,31.8,"EDABCEDD","DEADBCAEBBEDDCEDDEACDACEDDC","00011101","991008101100000091109000001",555
"8943",2835,4,4006,94762,1,2611606,26,2,4,"M",27,"A","A","B","F","C","E","E",77.1,75.8,87.5,81.8,"DCBBCEAD","ECCCEDADBBBEBDDCDEAAABBDCCC","01111111","990118111111111091109011111",555
"8944",2835,4,4006,94762,1,2611606,26,2,4,"M",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8945",2835,4,4006,94762,1,2611606,26,2,4,"M",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8946",2835,4,4006,94762,1,2611606,26,2,4,"M",49,"C","A","A","A","E","D","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"8947",2835,4,4006,94762,1,2611606,26,2,4,"M",49,"A","D","B","B","C","A","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"8948",2835,4,4006,94762,1,2611606,26,2,4,"M",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8949",2835,4,4006,94762,1,2611606,26,2,4,"M",34,"A","D","B","B","B","E","B",NA,NA,NA,NA,NA,NA,NA,NA,222
"8950",2835,4,4006,94762,1,2611606,26,2,4,"M",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8951",2835,4,4006,94762,1,2611606,26,2,4,"M",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8952",2835,4,4006,94762,1,2611606,26,2,4,"M",22,"A","D","B","E","B","E","A",48,47.8,62.5,54.5,"CEBECEAE","DDECEEADEBEACEDBDACEDCBACBC","10101110","990118110100001190019110101",555
"8953",2835,4,4006,94762,1,2611606,26,2,1,"M",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8954",2835,4,4006,94762,1,2611606,26,2,4,"M",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8955",2835,4,4006,94762,1,2611606,26,2,4,"M",26,"A","A","B","B","D","E","B",39,41.2,37.5,45.5,"ECADCAAE","CBCDEEBDBABBDEDEDBAEEBBECCE","01001010","990018011010001090119010110",555
"8956",269,4,4006,94861,1,3555000,35,3,4,"M",23,"A","A","B","C","C","E","D",48.4,46.5,50,50,"CAEBCEBB","DDCCEDADEBBCEEEDBAAEACDACBC","10011100","990118110110000090119100101",555
"8957",269,4,4006,94861,1,3555000,35,3,4,"M",25,"A","A","E","B","B","E","A",22.9,17,25,18.2,"EBDBEBED","EAEABBDACAEABEDEBAEDACCCCBE","00010001","990008000000101090009100100",555
"8958",269,4,4006,94861,1,3555000,35,3,4,"F",25,"A","C","B","B","B","E","A",43.9,40.2,62.5,45.5,"BCBBCEDE","EBADBDAAEABCBEDECEEEDCDCCBC","01111100","991008100010101091019100101",555
"8959",269,4,4006,94861,1,3555000,35,3,4,"M",22,"A","A","B","D","C","E","D",41.9,37.8,50,40.9,"DCDBCEEC","ECCCDEABBADBDDDABEABEBDECBC","01011100","990108101000011091109000101",555
"8960",269,4,4006,94861,1,3555000,35,3,4,"F",21,"A","A","B","B","B","E","B",35,30.9,50,36.4,"ECABCEDA","DDACCBBDBDDBCEEBAEAEDBCADEB","01011100","991108011000000191119000000",555
"8961",269,4,4006,94861,1,3555000,35,3,4,"M",22,"A","A","B","E","C","C","B",22.8,19.3,25,22.7,"BAADEEAB","ACBEBDACBBCDABADCAEADADECBC","00000110","990008101100000090009000101",555
"8962",269,4,4006,94861,1,3555000,35,3,4,"M",21,"A","A","B","D","E","E","D",49.4,48.6,50,54.5,"EDABCEAE","EBEDCDADBDCABBDADEAEECBECDC","00011110","990008111000101091119110101",555
"8963",269,4,4006,94861,1,3555000,35,3,4,"M",20,"A","A","B","E","C","A","B",15.6,7.7,25,9.1,"BECEBEBD","CDECAADEBAACDAAADCCBABCCDED","00000101","990108001000000090009000000",555
"8964",269,4,4006,94861,1,3555000,35,3,4,"M",21,"A","E","B","E","E","E","B",27.8,23.2,50,27.3,"BCBEEECD","DDBDCCABBAEDBEDDCBABCECBDAC","01100101","990008101000101090109000001",555
"8965",269,4,4006,94861,1,3555000,35,3,4,"M",22,"A","A","B","E","C","D","E",47.8,53.2,25,59.1,"DABCEECA","CBADEBADBDEBDBDCDEAEDCBACBC","00100100","991018111000001091119110101",555
"8966",269,4,4006,94861,1,3555000,35,3,4,"M",27,"B","D","C","C","A","A","C",15,7.7,25,9.1,"CAABECEB","DBDDCDBBCDBBDBDECDBCDDCBAEB","10010000","990008000010001090009000000",555
"8967",269,4,4006,94861,1,3555000,35,3,4,"M",21,"A","A","B","D","C","D","B",26.7,23.2,37.5,27.3,"DABECEBA","DDBABCDEDACADDCBCECCCCBDEBA","00101100","990008000000010191009111000",555
"8968",269,4,4006,94861,1,3555000,35,3,4,"M",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8969",269,4,4006,94861,1,3555000,35,3,4,"M",22,"A","D","B","E","B","E","C",42.6,39.7,37.5,45.5,"CCADEECE","BBDCBEADBBCADDCDCAAEEBBEACA","11000100","990108111100010090119010010",555
"8970",269,4,4006,94861,1,3555000,35,3,4,"M",21,"A","A","B","E","C","E","C",41.1,37.5,50,40.9,"BDEBEEAD","CBADEDACBCADBDBBDAEBCADDCAB","00010111","991018101000110190009001100",555
"8971",269,4,4006,94861,1,3555000,35,3,4,"M",21,"A","B","B","E","B","E","D",26.4,19.5,50,18.2,"BBBBDEED","ACDDCEDCBAECEBBEBACECBBACAA","00110101","990008001000000090019010100",555
"8972",269,4,4006,94861,1,3555000,35,3,4,"M",21,"A","A","B","C","B","E","B",33.8,27,37.5,27.3,"DCDDCEDB","EDCCEDCEABDCDDCBDBECCADBCBB","01001100","990118000100010190009000100",555
"8973",269,4,4006,94861,1,3555000,35,3,4,"M",37,"B","A","C","B","F","E","C",47.9,41.8,62.5,40.9,"DCBBCEDC","DBCDBDEDBAEBDEBACBAEDCBDCBC","01111100","990008011000000090119111101",555
"8974",269,4,4006,94861,1,3555000,35,3,4,"M",21,"A","D","B","B","B","D","C",43.2,38.7,50,45.5,"EECBBEAD","DDEDECAABBBDEDDDBEACEEDACBB","00010111","990018101110011091109000100",555
"8975",3,1,4006,95017,1,2802908,28,2,1,"M",27,"A","D","B","B","C","E","D",17.3,15.5,37.5,18.2,"DADBCECA","CDCCBDDDBAA*D.ECDDDDBBACCBD","00011100","990108011000000090009000100",555
"8976",3,1,4006,95017,1,2802908,28,2,1,"M",24,"A","D","B","D","C","E","A",71.1,68.3,87.5,72.7,"ACBBCEAD","CDADEDCDBDBEBDBBDEAAECBECCC","01111111","991018011011110191109110111",555
"8977",3,1,4006,95017,1,2802908,28,2,1,"F",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8978",3,1,4006,95017,1,2802908,28,2,1,"M",24,"A","D","B","C","C","A","D",47.1,49.8,25,54.5,"BDDBCABC","CCCCDDBDBBEEDDEADEAEACCACCB","00011000","990108011101010091119100110",555
"8979",3,1,4006,95017,1,2802908,28,2,1,"M",26,"A","D","B","H","A","A","D",56.7,55,75,59.1,"ECBBCEBD","ECCCEEBDBACEBDEDDDAAECBBCCC","01111101","990118011001110090109110111",555
"8980",3,1,4006,95017,1,2802908,28,2,1,"M",26,"A","D","B","G","B","E","D",49.1,58,37.5,59.1,"BCDDCECA","EDACBEADBACEDBEACEAABCBDCBC","01001100","991108111001000091109111101",555
"8981",3,1,4006,95017,1,2802908,28,2,1,"M",27,"A","A","B","D","D","E","B",25,20.8,25,22.7,"BBCBEEBC","DBAADBCDDCCAEDBCDACADEBCCDE","00010100","991008010000010090009010100",555
"8982",3,1,4006,95017,1,2802908,28,2,1,"M",23,"A","D","B","B","A","A","C",38,34.8,37.5,40.9,"DDBBECED","EDBADEDDBCAEEDDBDAEEDCCECDA","00110001","990008011001011190019100100",555
"8983",3,1,4006,95017,1,2802908,28,2,1,"M",35,"A","D","B","D","A","E","B",31.5,24.7,50,27.3,"ACBBEEBE","EBCBBDCEEACEDEBDEEDAEABDCEC","01110100","990008000001000091009011101",555
"8984",3,1,4006,95017,1,2802908,28,2,1,"M",27,"A","D","B","C","B","B","C",51.8,50.2,50,59.1,"CDCBEEBD","CACDAEAABCBEDDDCCEAEDBBECCC","10010101","990008101011011091119010111",555
"8985",3,1,4006,95017,1,2802908,28,2,1,"M",25,"A","D","B","D","A","A","E",51.1,49.7,50,50,"BCCECCAD","EBACCBADDAEEDDDCDEEDDCECCCB","01001011","991108110001011091009100110",555
"8986",3,1,4006,95017,1,2802908,28,2,1,"M",24,"A","A","B","C","C","A","E",64.8,66,50,68.2,"ECABCEDE","CBCDBCADBACEDDDBAEAEECCDCCC","01011100","990008111001011191119101111",555
"8987",3,1,4006,95017,1,2802908,28,2,1,"M",33,"A","A","B","B","C","E","E",58.5,54.7,87.5,59.1,"ACBBCEAD","ECACBEBDBDBEBEBBECABECBECBC","01111111","991108011011100190109110101",555
"8988",3,1,4006,95017,1,2802908,28,2,1,"M",31,"A","F","A","A","B","E","E",46.9,49.3,62.5,54.5,"CC.BEEAE","EBCDCDCDBDEEBDDCDEAEACD.CBC","11010110","990008011001111091119100101",555
"8989",3,1,4006,95017,1,2802908,28,2,1,"M",25,"A","B","B","C","C","E","C",44.1,51.3,37.5,54.5,"DACDCEBD","EBCDDEADBCEBBEDBEAAEDCBDCBE","00001101","990008111000101190119111100",555
"8990",2593,4,4006,95175,1,2307304,23,2,4,"M",21,"A","C","B","C","B","B","B",47.8,45,50,50,"CDCECEAB","BDCDEDEDABBDAEDDDEABECBECCD","10001110","990018010110001091109110110",555
"8991",2593,4,4006,95175,1,2307304,23,2,4,"M",38,"B","C","C","D","C","E","B",36.8,34.8,37.5,40.9,"ADCDCEBD","BADCBDBDBACDEEADDBAEECDDCCB","00001101","990108011000000090119101110",555
"8992",2593,4,4006,95175,1,2307304,23,2,4,"M",23,"A","C","B","E","A","A","A",57.1,56.6,62.5,63.6,"BCABEEAD","EBBCEDADBBCCEEDDDEAEACBECBC","01010111","990118111100001091119110101",555
"8993",2593,4,4006,95175,1,2307304,23,2,4,"M",25,"A","A","A","C","A","E","B",23.5,19.3,12.5,22.7,"BEADBEBE","CCEBBEABBACDBEEEDEBCDBCECAA","00000100","990008101000100091009000100",555
"8994",2593,4,4006,95175,1,2307304,23,2,4,"M",21,"B","B","B","H","B","E","B",43,38.7,62.5,45.5,"CEBBCEBE","CCDCCBEBBABEBEDDBCAEACCACDB","10111100","990108001011101090119100100",555
"8995",2593,4,4006,95175,1,2307304,23,2,4,"M",25,"A","A","B","C","B","E","B",47.5,39.3,75,40.9,"BCBDCEAD","EDADEDCDBCECADBDCDBBDEBCCCC","01101111","991018011000010090009010111",555
"8996",2593,4,4006,95175,1,2307304,23,2,4,"M",33,"B","A","C","E","D","E","C",39.6,36.3,37.5,40.9,"BCEECEBE","DCCDDDADBBBEBEBCEBABAEDCCBB","01001100","990008111111100090109000100",555
"8997",2593,4,4006,95175,1,2307304,23,2,4,"M",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"8998",2593,4,4006,95175,1,2307304,23,2,4,"F",21,"A","A","B","D","B","E","B",60.7,63.7,62.5,68.2,"CEDBCEBD","EDACBDCDBABCDDDABEAEACBECCC","10011101","991108011010011091119110111",555
"8999",2593,4,4006,95175,1,2307304,23,2,4,"M",22,"A","D","B","D","A","B","B",53.7,54.1,50,63.6,"CCCEBEAC","EBACEBADBDBCEDBCCCABCCEDCCC","11000110","991118111010010090109101111",555
"9000",2593,4,4006,95175,1,2307304,23,2,4,"M",33,"A","A","A","A","B","E","C",71.7,69,100,72.7,"CCBBCEAD","CADCDDADBBCEBDDCEEAEECEBCCC","11111111","990108111101111091119100111",555
"9001",2593,4,4006,95175,1,2307304,23,2,4,"M",23,"A","D","B","D","C","D","B",28,23.2,37.5,27.3,"BAABBEBD","EBCDCBDBBCACBDAEBCADDBDBCAC","00010101","990008001000110090109000101",555
"9002",2593,4,4006,95175,1,2307304,23,2,4,"M",27,"B","D","C","B","B","E","B",31.3,25.8,37.5,22.7,"DBBDCECB","DAADEBBDEADACBADCEDBABABCEA","00101100","991018010000000091009000100",555
"9003",2593,4,4006,95175,1,2307304,23,2,4,"M",21,"A","A","B","D","C","A","A",53.6,54.1,50,63.6,"ACCBCEBE","ECADBEADEBAEDDDADEAACCCDCCC","01011100","991008110101011091109101111",555
"9004",2593,4,4006,95175,1,2307304,23,2,4,"M",23,"A","A","A","C","B","E","B",27.2,23.2,37.5,27.3,"BEBDCEEC","EAECEEBDCCEAACBEDEEACBDDEAC","00101100","990118010000000091009001001",555
"9005",2593,4,4006,95175,1,2307304,23,2,4,"F",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"9006",2593,4,4006,95175,1,2307304,23,2,4,"M",23,"A","D","B","E","A","C","B",42.7,35.9,50,36.4,"DCCBAEBD","BCDCDDCDBDECBEDDDDCCEBBCCCD","01010101","990108011000101090009010110",555
"9007",2593,4,4006,95175,1,2307304,23,2,4,"M",34,"E","D","C","B","B","E","B",51.7,50.2,50,59.1,"DABBCEBE","ECBCEDCDDDDABEABDEAEECBDCCB","00111100","990118010000100191119111110",555
"9008",2593,4,4006,95175,1,2307304,23,2,4,"M",25,"A","D","B","E","A","C","D",29.7,23.2,50,27.3,"CDDACEAE","EBEACEBDBCBABDCDDBBBACABEDD","10001110","990008011010110090009100000",555
"9009",2593,4,4006,95175,1,2307304,23,2,4,"M",21,"B","D","C","C","A","D","B",44.7,44,37.5,50,"DCDDEEED","ABCCEDCDACEEBEBBDEDEDCEECBC","01000101","990118010001100191019100101",555
